,index,Time Series,MXN_USD,MXN_IR,MXN_GDP,MXN_trade,MXN_UE,fc_year,price_gold,h1n1
905,2003-08-08,2003-08-08,10.67,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,354.0,0
906,2003-08-11,2003-08-11,10.713,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,359.2,0
907,2003-08-12,2003-08-12,10.7335,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,360.1,0
908,2003-08-13,2003-08-13,10.763,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,358.7,0
909,2003-08-14,2003-08-14,10.705,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,363.6,0
910,2003-08-15,2003-08-15,10.729000000000001,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,364.5,0
911,2003-08-18,2003-08-18,10.732000000000001,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,360.3,0
912,2003-08-19,2003-08-19,10.8015,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,360.4,0
913,2003-08-20,2003-08-20,10.837,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,363.7,0
914,2003-08-21,2003-08-21,10.86,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,363.3,0
915,2003-08-22,2003-08-22,10.862,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,358.8,0
916,2003-08-25,2003-08-25,10.884,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,358.8,0
917,2003-08-26,2003-08-26,10.912,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,360.5,0
918,2003-08-27,2003-08-27,10.929,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,371.3,0
919,2003-08-28,2003-08-28,10.977,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,369.8,0
920,2003-08-29,2003-08-29,11.06,3.33,0.00246938171167832,0.9718716433941972,0.03664691995,0,375.6,0
921,2003-09-02,2003-09-02,11.027999999999999,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,373.7,0
922,2003-09-03,2003-09-03,10.948,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,370.0,0
923,2003-09-04,2003-09-04,10.857999999999999,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,370.8,0
924,2003-09-05,2003-09-05,10.86,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,375.8,0
925,2003-09-08,2003-09-08,10.913,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,374.7,0
926,2003-09-09,2003-09-09,11.0275,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,382.3,0
927,2003-09-10,2003-09-10,10.9595,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,380.0,0
928,2003-09-11,2003-09-11,10.98,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,376.3,0
929,2003-09-12,2003-09-12,10.985,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,378.3,0
930,2003-09-15,2003-09-15,10.9745,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,373.5,0
931,2003-09-16,2003-09-16,10.89,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,374.6,0
932,2003-09-17,2003-09-17,10.915,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,374.3,0
933,2003-09-18,2003-09-18,10.905,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,378.3,0
934,2003-09-19,2003-09-19,10.8975,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,379.8,0
935,2003-09-22,2003-09-22,10.855,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,385.5,0
936,2003-09-23,2003-09-23,10.770999999999999,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,384.6,0
937,2003-09-24,2003-09-24,10.802,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,385.0,0
938,2003-09-25,2003-09-25,10.831,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,390.7,0
939,2003-09-26,2003-09-26,10.9375,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,382.7,0
940,2003-09-29,2003-09-29,11.04,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,382.0,0
941,2003-09-30,2003-09-30,11.0025,3.34,0.00246938171167832,0.9758249953390042,0.03816400818,0,388.0,0
942,2003-10-01,2003-10-01,10.969000000000001,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,383.5,0
943,2003-10-02,2003-10-02,11.1575,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,382.2,0
944,2003-10-03,2003-10-03,11.245,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,384.3,0
945,2003-10-06,2003-10-06,11.215,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,371.3,0
946,2003-10-07,2003-10-07,11.3175,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,376.1,0
947,2003-10-08,2003-10-08,11.262,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,375.3,0
948,2003-10-09,2003-10-09,11.24,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,370.6,0
949,2003-10-10,2003-10-10,11.175,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,372.3,0
950,2003-10-14,2003-10-14,11.237,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,374.0,0
951,2003-10-15,2003-10-15,11.198,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,373.5,0
952,2003-10-16,2003-10-16,11.255,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,373.4,0
953,2003-10-17,2003-10-17,11.253,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,370.5,0
954,2003-10-20,2003-10-20,11.175,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,373.8,0
955,2003-10-21,2003-10-21,11.1475,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,378.2,0
956,2003-10-22,2003-10-22,11.245999999999999,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,384.8,0
957,2003-10-23,2003-10-23,11.187999999999999,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,384.5,0
958,2003-10-24,2003-10-24,11.177,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,388.3,0
959,2003-10-27,2003-10-27,11.1195,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,386.0,0
960,2003-10-28,2003-10-28,11.067,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,384.4,0
961,2003-10-29,2003-10-29,11.15,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,385.4,0
962,2003-10-30,2003-10-30,11.103,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,386.5,0
963,2003-10-31,2003-10-31,11.055,3.59,-5.746022242162099e-05,0.9614027097802562,0.03769730814,0,386.3,0
964,2003-11-03,2003-11-03,10.985999999999999,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,383.3,0
965,2003-11-04,2003-11-04,10.993,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,377.9,0
966,2003-11-05,2003-11-05,11.0015,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,378.8,0
967,2003-11-06,2003-11-06,10.9955,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,380.3,0
968,2003-11-07,2003-11-07,10.9785,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,379.0,0
969,2003-11-10,2003-11-10,11.015,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,383.5,0
970,2003-11-12,2003-11-12,11.065,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,389.7,0
971,2003-11-13,2003-11-13,11.17,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,395.4,0
972,2003-11-14,2003-11-14,11.1425,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,396.7,0
973,2003-11-17,2003-11-17,11.18,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,393.7,0
974,2003-11-18,2003-11-18,11.1675,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,393.9,0
975,2003-11-19,2003-11-19,11.1975,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,395.2,0
976,2003-11-20,2003-11-20,11.1875,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,394.3,0
977,2003-11-21,2003-11-21,11.2035,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,395.5,0
978,2003-11-24,2003-11-24,11.3125,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,391.9,0
979,2003-11-25,2003-11-25,11.337,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,391.8,0
980,2003-11-26,2003-11-26,11.3625,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,396.0,0
981,2003-11-28,2003-11-28,11.395,3.48,-5.746022242162099e-05,0.9365835777126136,0.04035324668,0,398.4,0
982,2003-12-01,2003-12-01,11.4063,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,400.3,0
983,2003-12-02,2003-12-02,11.36,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,401.4,0
984,2003-12-03,2003-12-03,11.259,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,401.8,0
985,2003-12-04,2003-12-04,11.229000000000001,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,402.3,0
986,2003-12-05,2003-12-05,11.205,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,402.4,0
987,2003-12-08,2003-12-08,11.24,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,406.2,0
988,2003-12-09,2003-12-09,11.1725,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,407.8,0
989,2003-12-10,2003-12-10,11.225999999999999,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,410.0,0
990,2003-12-11,2003-12-11,11.173,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,404.1,0
991,2003-12-12,2003-12-12,11.24,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,407.1,0
992,2003-12-15,2003-12-15,11.294,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,407.5,0
993,2003-12-16,2003-12-16,11.292,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,408.0,0
994,2003-12-17,2003-12-17,11.27,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,408.3,0
995,2003-12-18,2003-12-18,11.208,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,407.5,0
996,2003-12-19,2003-12-19,11.2325,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,409.8,0
997,2003-12-22,2003-12-22,11.270999999999999,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,410.5,0
998,2003-12-23,2003-12-23,11.275,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,409.3,0
999,2003-12-24,2003-12-24,11.2763,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,409.3,0
1000,2003-12-26,2003-12-26,11.227,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,409.3,0
1001,2003-12-29,2003-12-29,11.235,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,412.0,0
1002,2003-12-30,2003-12-30,11.199000000000002,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,416.3,0
1003,2003-12-31,2003-12-31,11.242,3.91,-5.746022242162099e-05,0.9361372440509148,0.03402545687,0,416.3,0
1004,2004-01-02,2004-01-02,11.095,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,415.3,0
1005,2004-01-05,2004-01-05,11.0011,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,420.6,0
1006,2004-01-06,2004-01-06,10.968,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,424.4,0
1007,2004-01-07,2004-01-07,10.914000000000001,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,421.8,0
1008,2004-01-08,2004-01-08,10.88,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,421.0,0
1009,2004-01-09,2004-01-09,10.845,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,423.4,0
1010,2004-01-12,2004-01-12,10.805,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,425.3,0
1011,2004-01-13,2004-01-13,10.842,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,425.5,0
1012,2004-01-14,2004-01-14,10.82,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,419.5,0
1013,2004-01-15,2004-01-15,10.857000000000001,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,412.5,0
1014,2004-01-16,2004-01-16,10.833,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,408.4,0
1015,2004-01-20,2004-01-20,10.855,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,409.3,0
1016,2004-01-21,2004-01-21,10.94,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,407.6,0
1017,2004-01-22,2004-01-22,11.001,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,409.3,0
1018,2004-01-23,2004-01-23,10.93,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,409.0,0
1019,2004-01-26,2004-01-26,10.934000000000001,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,408.2,0
1020,2004-01-27,2004-01-27,10.88,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,405.7,0
1021,2004-01-28,2004-01-28,10.897,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,411.0,0
1022,2004-01-29,2004-01-29,11.0973,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,405.7,0
1023,2004-01-30,2004-01-30,11.012,3.67,0.0104666676630271,0.987483999431095,0.037777963680000005,0,399.8,0
1024,2004-02-02,2004-02-02,10.97,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,398.4,0
1025,2004-02-03,2004-02-03,11.084000000000001,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,401.5,0
1026,2004-02-04,2004-02-04,11.048,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,399.3,0
1027,2004-02-05,2004-02-05,11.245,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,399.6,0
1028,2004-02-06,2004-02-06,11.130999999999998,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,404.3,0
1029,2004-02-09,2004-02-09,11.1105,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,406.0,0
1030,2004-02-10,2004-02-10,11.1,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,408.6,0
1031,2004-02-11,2004-02-11,11.0011,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,405.8,0
1032,2004-02-12,2004-02-12,10.9685,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,411.6,0
1033,2004-02-13,2004-02-13,10.965,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,416.0,0
1034,2004-02-17,2004-02-17,10.939,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,414.5,0
1035,2004-02-18,2004-02-18,10.9095,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,414.5,0
1036,2004-02-19,2004-02-19,10.978,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,409.8,0
1037,2004-02-20,2004-02-20,10.9415,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,405.3,0
1038,2004-02-23,2004-02-23,10.949000000000002,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,399.5,0
1039,2004-02-24,2004-02-24,11.052999999999999,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,402.3,0
1040,2004-02-25,2004-02-25,11.075,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,400.3,0
1041,2004-02-26,2004-02-26,11.0765,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,393.3,0
1042,2004-02-27,2004-02-27,11.062000000000001,3.64,0.0104666676630271,0.9849842108655026,0.04043838674,0,395.9,0
1043,2004-03-01,2004-03-01,10.9725,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,400.0,0
1044,2004-03-02,2004-03-02,10.962,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,395.8,0
1045,2004-03-03,2004-03-03,11.0475,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,390.5,0
1046,2004-03-04,2004-03-04,11.007,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,392.0,0
1047,2004-03-05,2004-03-05,10.918,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,399.3,0
1048,2004-03-08,2004-03-08,10.945,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,399.9,0
1049,2004-03-09,2004-03-09,10.969000000000001,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,401.5,0
1050,2004-03-10,2004-03-10,10.947000000000001,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,400.3,0
1051,2004-03-11,2004-03-11,10.98,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,398.5,0
1052,2004-03-12,2004-03-12,10.968,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,398.0,0
1053,2004-03-15,2004-03-15,10.975,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,398.1,0
1054,2004-03-16,2004-03-16,11.065999999999999,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,402.5,0
1055,2004-03-17,2004-03-17,10.982999999999999,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,402.8,0
1056,2004-03-18,2004-03-18,11.114,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,410.8,0
1057,2004-03-19,2004-03-19,10.989,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,412.0,0
1058,2004-03-22,2004-03-22,10.975999999999999,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,417.7,0
1059,2004-03-23,2004-03-23,10.972999999999999,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,416.3,0
1060,2004-03-24,2004-03-24,10.998,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,415.3,0
1061,2004-03-25,2004-03-25,11.0208,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,416.1,0
1062,2004-03-26,2004-03-26,11.054,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,421.5,0
1063,2004-03-29,2004-03-29,11.16,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,421.3,0
1064,2004-03-30,2004-03-30,11.229000000000001,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,420.0,0
1065,2004-03-31,2004-03-31,11.183,4.19,0.0104666676630271,0.9910095320623956,0.03921735357,0,423.7,0
1066,2004-04-01,2004-04-01,11.182,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,427.3,0
1067,2004-04-02,2004-04-02,11.1715,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,419.0,0
1068,2004-04-05,2004-04-05,11.157,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,417.7,0
1069,2004-04-06,2004-04-06,11.1615,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,418.5,0
1070,2004-04-07,2004-04-07,11.2395,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,419.0,0
1071,2004-04-08,2004-04-08,11.21,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,419.5,0
1072,2004-04-09,2004-04-09,11.2075,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,419.5,0
1073,2004-04-12,2004-04-12,11.2285,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,419.5,0
1074,2004-04-13,2004-04-13,11.2685,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,407.9,0
1075,2004-04-14,2004-04-14,11.2755,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,397.8,0
1076,2004-04-15,2004-04-15,11.269,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,398.3,0
1077,2004-04-16,2004-04-16,11.241,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,400.9,0
1078,2004-04-19,2004-04-19,11.252,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,403.1,0
1079,2004-04-20,2004-04-20,11.3175,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,396.9,0
1080,2004-04-21,2004-04-21,11.323,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,392.8,0
1081,2004-04-22,2004-04-22,11.317,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,392.3,0
1082,2004-04-23,2004-04-23,11.35,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,394.5,0
1083,2004-04-26,2004-04-26,11.29,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,397.0,0
1084,2004-04-27,2004-04-27,11.306,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,396.3,0
1085,2004-04-28,2004-04-28,11.341,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,392.3,0
1086,2004-04-29,2004-04-29,11.4315,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,386.0,0
1087,2004-04-30,2004-04-30,11.402000000000001,4.12,0.0134844954849116,0.9547469629800224,0.03987647366,0,388.5,0
1088,2004-05-03,2004-05-03,11.442,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,388.5,0
1089,2004-05-04,2004-05-04,11.415,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,391.3,0
1090,2004-05-05,2004-05-05,11.3815,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,392.6,0
1091,2004-05-06,2004-05-06,11.4445,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,387.5,0
1092,2004-05-07,2004-05-07,11.545,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,380.8,0
1093,2004-05-10,2004-05-10,11.635,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,375.0,0
1094,2004-05-11,2004-05-11,11.616,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,375.3,0
1095,2004-05-12,2004-05-12,11.63,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,382.2,0
1096,2004-05-13,2004-05-13,11.634,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,375.2,0
1097,2004-05-14,2004-05-14,11.5695,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,376.5,0
1098,2004-05-17,2004-05-17,11.5215,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,383.0,0
1099,2004-05-18,2004-05-18,11.495,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,377.7,0
1100,2004-05-19,2004-05-19,11.54,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,380.8,0
1101,2004-05-20,2004-05-20,11.568,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,379.5,0
1102,2004-05-21,2004-05-21,11.561,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,385.3,0
1103,2004-05-24,2004-05-24,11.575,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,384.0,0
1104,2004-05-25,2004-05-25,11.472000000000001,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,388.9,0
1105,2004-05-26,2004-05-26,11.4725,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,389.7,0
1106,2004-05-27,2004-05-27,11.467,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,393.6,0
1107,2004-05-28,2004-05-28,11.414000000000001,4.3,0.0134844954849116,1.0057919237847748,0.038840068410000005,0,393.3,0
1108,2004-06-01,2004-06-01,11.4885,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,397.2,0
1109,2004-06-02,2004-06-02,11.44,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,394.9,0
1110,2004-06-03,2004-06-03,11.4325,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,390.4,0
1111,2004-06-04,2004-06-04,11.427999999999999,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,388.3,0
1112,2004-06-07,2004-06-07,11.344000000000001,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,393.6,0
1113,2004-06-08,2004-06-08,11.3505,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,392.4,0
1114,2004-06-09,2004-06-09,11.3865,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,386.9,0
1115,2004-06-10,2004-06-10,11.372,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,385.0,0
1116,2004-06-11,2004-06-11,11.382,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,384.9,0
1117,2004-06-14,2004-06-14,11.4248,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,385.1,0
1118,2004-06-15,2004-06-15,11.4145,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,386.5,0
1119,2004-06-16,2004-06-16,11.399000000000001,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,385.3,0
1120,2004-06-17,2004-06-17,11.355,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,386.1,0
1121,2004-06-18,2004-06-18,11.34,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,395.1,0
1122,2004-06-21,2004-06-21,11.311,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,395.3,0
1123,2004-06-22,2004-06-22,11.32,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,395.8,0
1124,2004-06-23,2004-06-23,11.345,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,393.9,0
1125,2004-06-24,2004-06-24,11.302999999999999,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,400.0,0
1126,2004-06-25,2004-06-25,11.315,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,401.5,0
1127,2004-06-28,2004-06-28,11.423,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,404.3,0
1128,2004-06-29,2004-06-29,11.525,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,394.4,0
1129,2004-06-30,2004-06-30,11.538,4.41,0.0134844954849116,0.9697939794495825,0.039583750060000006,0,395.8,0
1130,2004-07-01,2004-07-01,11.505999999999998,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,394.8,0
1131,2004-07-02,2004-07-02,11.472999999999999,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,397.8,0
1132,2004-07-06,2004-07-06,11.494000000000002,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,394.5,0
1133,2004-07-07,2004-07-07,11.4625,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,399.7,0
1134,2004-07-08,2004-07-08,11.535,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,405.4,0
1135,2004-07-09,2004-07-09,11.51,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,406.5,0
1136,2004-07-12,2004-07-12,11.503,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,406.4,0
1137,2004-07-13,2004-07-13,11.495,4.59,0.0161435208277977,0.9475509080902592,0.03795059495,0,400.9,0
