,index,Time Series,DKK_USD,DKK_IR,DKK_GDP,DKK_trade,DKK_UE,fc_year,price_gold,h1n1
0,2000-01-03,2000-01-03,7.329,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,290.3,0
1,2000-01-04,2000-01-04,7.218,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,281.5,0
2,2000-01-05,2000-01-05,7.2079999999999975,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,280.5,0
3,2000-01-06,2000-01-06,7.2125,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,279.4,0
4,2000-01-07,2000-01-07,7.2285,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,282.1,0
5,2000-01-10,2000-01-10,7.254,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,281.6,0
6,2000-01-11,2000-01-11,7.213999999999999,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,282.3,0
7,2000-01-12,2000-01-12,7.2360000000000015,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,282.3,0
8,2000-01-13,2000-01-13,7.2520000000000024,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,282.1,0
9,2000-01-14,2000-01-14,7.347,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,283.3,0
10,2000-01-18,2000-01-18,7.356,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,285.8,0
11,2000-01-19,2000-01-19,7.3655,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,287.7,0
12,2000-01-20,2000-01-20,7.343,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,288.1,0
13,2000-01-21,2000-01-21,7.3725,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,287.8,0
14,2000-01-24,2000-01-24,7.428,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,287.2,0
15,2000-01-25,2000-01-25,7.412000000000001,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,288.0,0
16,2000-01-26,2000-01-26,7.433,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,285.9,0
17,2000-01-27,2000-01-27,7.525,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,285.6,0
18,2000-01-28,2000-01-28,7.6165,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,286.8,0
19,2000-01-31,2000-01-31,7.632999999999999,3.1547,0.0124697731532814,1.0381303536500388,0.05,0,283.3,0
20,2000-02-01,2000-02-01,7.6445,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,283.0,0
21,2000-02-02,2000-02-02,7.6215,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,285.6,0
22,2000-02-03,2000-02-03,7.52,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,285.1,0
23,2000-02-04,2000-02-04,7.626,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,293.7,0
24,2000-02-07,2000-02-07,7.609,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,312.7,0
25,2000-02-08,2000-02-08,7.5455,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,296.3,0
26,2000-02-09,2000-02-09,7.504,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,308.6,0
27,2000-02-10,2000-02-10,7.5470000000000015,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,309.0,0
28,2000-02-11,2000-02-11,7.566,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,311.5,0
29,2000-02-14,2000-02-14,7.612,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,308.4,0
30,2000-02-15,2000-02-15,7.5743,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,304.3,0
31,2000-02-16,2000-02-16,7.567,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,302.5,0
32,2000-02-17,2000-02-17,7.555,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,304.8,0
33,2000-02-18,2000-02-18,7.561,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,303.6,0
34,2000-02-22,2000-02-22,7.4035,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,302.3,0
35,2000-02-23,2000-02-23,7.436,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,302.0,0
36,2000-02-24,2000-02-24,7.501,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,298.8,0
37,2000-02-25,2000-02-25,7.6345,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,294.0,0
38,2000-02-28,2000-02-28,7.6975,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,292.5,0
39,2000-02-29,2000-02-29,7.724,3.4249,0.0124697731532814,1.1374184376480865,0.046,0,293.7,0
40,2000-03-01,2000-03-01,7.672999999999999,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,292.9,0
41,2000-03-02,2000-03-02,7.7446,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,289.9,0
42,2000-03-03,2000-03-03,7.7415,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,288.5,0
43,2000-03-06,2000-03-06,7.755,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,288.8,0
44,2000-03-07,2000-03-07,7.787000000000001,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,289.8,0
45,2000-03-08,2000-03-08,7.777,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,291.2,0
46,2000-03-09,2000-03-09,7.694,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,290.5,0
47,2000-03-10,2000-03-10,7.7175,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,290.3,0
48,2000-03-13,2000-03-13,7.7235,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,290.7,0
49,2000-03-14,2000-03-14,7.7235,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,288.8,0
50,2000-03-15,2000-03-15,7.6855,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,289.2,0
51,2000-03-16,2000-03-16,7.665,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,287.4,0
52,2000-03-17,2000-03-17,7.676,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,283.9,0
53,2000-03-20,2000-03-20,7.6670000000000025,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,285.8,0
54,2000-03-21,2000-03-21,7.676,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,285.2,0
55,2000-03-22,2000-03-22,7.751,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,287.8,0
56,2000-03-23,2000-03-23,7.6875,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,284.8,0
57,2000-03-24,2000-03-24,7.6575,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,284.9,0
58,2000-03-27,2000-03-27,7.7189999999999985,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,284.2,0
59,2000-03-28,2000-03-28,7.747000000000001,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,280.7,0
60,2000-03-29,2000-03-29,7.819,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,279.8,0
61,2000-03-30,2000-03-30,7.763,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,275.8,0
62,2000-03-31,2000-03-31,7.775,3.6486,0.0124697731532814,1.0721699648231071,0.044,0,276.8,0
63,2000-04-03,2000-04-03,7.7895,3.8424,0.0114605129727188,1.084597471593458,0.044,0,277.5,0
64,2000-04-04,2000-04-04,7.777,3.8424,0.0114605129727188,1.084597471593458,0.044,0,276.9,0
65,2000-04-05,2000-04-05,7.7225,3.8424,0.0114605129727188,1.084597471593458,0.044,0,281.3,0
66,2000-04-06,2000-04-06,7.774,3.8424,0.0114605129727188,1.084597471593458,0.044,0,279.4,0
67,2000-04-07,2000-04-07,7.767,3.8424,0.0114605129727188,1.084597471593458,0.044,0,280.2,0
68,2000-04-10,2000-04-10,7.765,3.8424,0.0114605129727188,1.084597471593458,0.044,0,282.3,0
69,2000-04-11,2000-04-11,7.767,3.8424,0.0114605129727188,1.084597471593458,0.044,0,282.5,0
70,2000-04-12,2000-04-12,7.7970000000000015,3.8424,0.0114605129727188,1.084597471593458,0.044,0,280.4,0
71,2000-04-13,2000-04-13,7.8225,3.8424,0.0114605129727188,1.084597471593458,0.044,0,281.4,0
72,2000-04-14,2000-04-14,7.7908,3.8424,0.0114605129727188,1.084597471593458,0.044,0,282.0,0
73,2000-04-17,2000-04-17,7.7975,3.8424,0.0114605129727188,1.084597471593458,0.044,0,281.8,0
74,2000-04-18,2000-04-18,7.8615,3.8424,0.0114605129727188,1.084597471593458,0.044,0,281.1,0
75,2000-04-19,2000-04-19,7.9525,3.8424,0.0114605129727188,1.084597471593458,0.044,0,281.4,0
76,2000-04-20,2000-04-20,7.9525,3.8424,0.0114605129727188,1.084597471593458,0.044,0,279.9,0
77,2000-04-21,2000-04-21,7.949,3.8424,0.0114605129727188,1.084597471593458,0.044,0,279.9,0
78,2000-04-24,2000-04-24,7.9203,3.8424,0.0114605129727188,1.084597471593458,0.044,0,279.9,0
79,2000-04-25,2000-04-25,8.048,3.8424,0.0114605129727188,1.084597471593458,0.044,0,279.5,0
80,2000-04-26,2000-04-26,8.0875,3.8424,0.0114605129727188,1.084597471593458,0.044,0,276.2,0
81,2000-04-27,2000-04-27,8.209,3.8424,0.0114605129727188,1.084597471593458,0.044,0,276.0,0
82,2000-04-28,2000-04-28,8.1935,3.8424,0.0114605129727188,1.084597471593458,0.044,0,275.1,0
83,2000-05-01,2000-05-01,8.1695,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,275.1,0
84,2000-05-02,2000-05-02,8.221,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,275.5,0
85,2000-05-03,2000-05-03,8.3805,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,275.6,0
86,2000-05-04,2000-05-04,8.373,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,280.0,0
87,2000-05-05,2000-05-05,8.3255,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,280.8,0
88,2000-05-08,2000-05-08,8.326,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,277.9,0
89,2000-05-09,2000-05-09,8.261000000000001,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,276.3,0
90,2000-05-10,2000-05-10,8.198,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,277.6,0
91,2000-05-11,2000-05-11,8.2675,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,276.8,0
92,2000-05-12,2000-05-12,8.2177,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,276.7,0
93,2000-05-15,2000-05-15,8.1656,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,275.1,0
94,2000-05-16,2000-05-16,8.248,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,276.0,0
95,2000-05-17,2000-05-17,8.3645,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,273.1,0
96,2000-05-18,2000-05-18,8.333,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,272.8,0
97,2000-05-19,2000-05-19,8.335,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,273.2,0
98,2000-05-22,2000-05-22,8.2565,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,274.0,0
99,2000-05-23,2000-05-23,8.2455,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,274.1,0
100,2000-05-24,2000-05-24,8.2,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,273.7,0
101,2000-05-25,2000-05-25,8.22,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,273.4,0
102,2000-05-26,2000-05-26,8.006,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,271.3,0
103,2000-05-30,2000-05-30,8.012,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,273.2,0
104,2000-05-31,2000-05-31,7.9979999999999976,3.9739,0.0114605129727188,1.1351441586917368,0.045,0,272.3,0
105,2000-06-01,2000-06-01,8.0225,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,272.5,0
106,2000-06-02,2000-06-02,7.915,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,281.6,0
107,2000-06-05,2000-06-05,7.881,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,283.3,0
108,2000-06-06,2000-06-06,7.798999999999999,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,288.4,0
109,2000-06-07,2000-06-07,7.7771,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,284.1,0
110,2000-06-08,2000-06-08,7.813,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,285.8,0
111,2000-06-09,2000-06-09,7.8320000000000025,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,284.4,0
112,2000-06-12,2000-06-12,7.82,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,284.6,0
113,2000-06-13,2000-06-13,7.755,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,291.5,0
114,2000-06-14,2000-06-14,7.778,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,287.2,0
115,2000-06-15,2000-06-15,7.8279999999999985,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,287.4,0
116,2000-06-16,2000-06-16,7.731,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,290.1,0
117,2000-06-19,2000-06-19,7.7495,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,285.9,0
118,2000-06-20,2000-06-20,7.8,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,286.2,0
119,2000-06-21,2000-06-21,7.888,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,286.1,0
120,2000-06-22,2000-06-22,7.9375,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,287.7,0
121,2000-06-23,2000-06-23,7.968,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,285.8,0
122,2000-06-26,2000-06-26,7.9495,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,284.1,0
123,2000-06-27,2000-06-27,7.8999,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,283.8,0
124,2000-06-28,2000-06-28,7.898,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,288.0,0
125,2000-06-29,2000-06-29,7.8405,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,289.8,0
126,2000-06-30,2000-06-30,7.82,4.5207,0.0114605129727188,1.1180333215738232,0.044,0,288.2,0
127,2000-07-03,2000-07-03,7.83,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,287.7,0
128,2000-07-05,2000-07-05,7.818,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,286.9,0
129,2000-07-06,2000-07-06,7.8329999999999975,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,284.9,0
130,2000-07-07,2000-07-07,7.8675,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,282.9,0
131,2000-07-10,2000-07-10,7.8425,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,284.1,0
132,2000-07-11,2000-07-11,7.859,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,282.9,0
133,2000-07-12,2000-07-12,7.935,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,280.0,0
134,2000-07-13,2000-07-13,7.9797,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,280.8,0
135,2000-07-14,2000-07-14,7.959,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,280.3,0
136,2000-07-17,2000-07-17,7.972,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,282.5,0
137,2000-07-18,2000-07-18,7.9979999999999976,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,282.8,0
138,2000-07-19,2000-07-19,8.07,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,279.2,0
139,2000-07-20,2000-07-20,8.0235,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,279.4,0
140,2000-07-21,2000-07-21,7.9795,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,279.3,0
141,2000-07-24,2000-07-24,8.005,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,279.8,0
142,2000-07-25,2000-07-25,7.94,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,279.7,0
143,2000-07-26,2000-07-26,7.9215,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,279.4,0
144,2000-07-27,2000-07-27,7.996,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,279.9,0
145,2000-07-28,2000-07-28,8.066,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,278.1,0
146,2000-07-31,2000-07-31,8.0475,4.6875,-0.000518408895505334,1.1824325939858602,0.042,0,276.8,0
147,2000-08-01,2000-08-01,8.084,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,277.6,0
148,2000-08-02,2000-08-02,8.157,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,277.6,0
149,2000-08-03,2000-08-03,8.2495,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,275.5,0
150,2000-08-04,2000-08-04,8.218,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,274.0,0
151,2000-08-07,2000-08-07,8.192,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,273.2,0
152,2000-08-08,2000-08-08,8.269,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,273.1,0
153,2000-08-09,2000-08-09,8.292,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,272.0,0
154,2000-08-10,2000-08-10,8.22,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,272.2,0
155,2000-08-11,2000-08-11,8.248,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,272.7,0
156,2000-08-14,2000-08-14,8.2565,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,275.5,0
157,2000-08-15,2000-08-15,8.164,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,274.2,0
158,2000-08-16,2000-08-16,8.1601,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,276.4,0
159,2000-08-17,2000-08-17,8.1505,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,277.2,0
160,2000-08-18,2000-08-18,8.221,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,275.6,0
161,2000-08-21,2000-08-21,8.2566,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,274.6,0
162,2000-08-22,2000-08-22,8.32,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,273.4,0
163,2000-08-23,2000-08-23,8.317,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,273.2,0
164,2000-08-24,2000-08-24,8.261000000000001,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,272.6,0
165,2000-08-25,2000-08-25,8.264,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,273.7,0
166,2000-08-28,2000-08-28,8.283999999999999,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,273.7,0
167,2000-08-29,2000-08-29,8.32,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,274.0,0
168,2000-08-30,2000-08-30,8.35,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,273.3,0
169,2000-08-31,2000-08-31,8.401,4.5763,-0.000518408895505334,1.1412287118009914,0.041,0,277.0,0
170,2000-09-01,2000-09-01,8.293,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,277.0,0
171,2000-09-05,2000-09-05,8.41,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,275.0,0
172,2000-09-06,2000-09-06,8.572000000000001,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,274.2,0
173,2000-09-07,2000-09-07,8.5275,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,272.7,0
174,2000-09-08,2000-09-08,8.611,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,272.8,0
175,2000-09-11,2000-09-11,8.647,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,272.6,0
176,2000-09-12,2000-09-12,8.687000000000001,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,274.7,0
177,2000-09-13,2000-09-13,8.6385,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,272.5,0
178,2000-09-14,2000-09-14,8.6655,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,273.1,0
179,2000-09-15,2000-09-15,8.707,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,272.6,0
180,2000-09-18,2000-09-18,8.762,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,273.0,0
181,2000-09-19,2000-09-19,8.7695,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,271.9,0
182,2000-09-20,2000-09-20,8.825,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,271.4,0
183,2000-09-21,2000-09-21,8.7255,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,269.5,0
184,2000-09-22,2000-09-22,8.4875,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,274.0,0
185,2000-09-25,2000-09-25,8.542,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,272.9,0
186,2000-09-26,2000-09-26,8.4606,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,274.9,0
187,2000-09-27,2000-09-27,8.467,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,276.2,0
188,2000-09-28,2000-09-28,8.4555,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,276.4,0
189,2000-09-29,2000-09-29,8.445,4.9110000000000005,-0.000518408895505334,1.2381425487310702,0.04,0,273.7,0
190,2000-10-02,2000-10-02,8.471,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,273.1,0
191,2000-10-03,2000-10-03,8.523,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,272.1,0
192,2000-10-04,2000-10-04,8.533,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,271.4,0
193,2000-10-05,2000-10-05,8.583,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,270.4,0
194,2000-10-06,2000-10-06,8.584,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,270.0,0
195,2000-10-10,2000-10-10,8.5775,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,270.5,0
196,2000-10-11,2000-10-11,8.545,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,272.8,0
197,2000-10-12,2000-10-12,8.615,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,274.0,0
198,2000-10-13,2000-10-13,8.6915,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,273.3,0
199,2000-10-16,2000-10-16,8.7725,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,271.6,0
200,2000-10-17,2000-10-17,8.7512,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,270.3,0
201,2000-10-18,2000-10-18,8.875,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,272.0,0
202,2000-10-19,2000-10-19,8.847000000000003,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,270.3,0
203,2000-10-20,2000-10-20,8.853,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,270.5,0
204,2000-10-23,2000-10-23,8.9015,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,271.5,0
205,2000-10-24,2000-10-24,8.8995,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,270.2,0
206,2000-10-25,2000-10-25,9.005,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,266.8,0
207,2000-10-26,2000-10-26,8.995,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,266.4,0
208,2000-10-27,2000-10-27,8.856,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,263.8,0
209,2000-10-30,2000-10-30,8.63,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,264.8,0
210,2000-10-31,2000-10-31,8.77,5.2422,0.0133838440678431,1.1518485482191698,0.04,0,264.5,0
211,2000-11-01,2000-11-01,8.67,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,265.5,0
212,2000-11-02,2000-11-02,8.677,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,264.9,0
213,2000-11-03,2000-11-03,8.647,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,264.7,0
214,2000-11-06,2000-11-06,8.682,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,265.7,0
215,2000-11-07,2000-11-07,8.681000000000001,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,265.5,0
216,2000-11-08,2000-11-08,8.7075,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,264.1,0
217,2000-11-09,2000-11-09,8.6944,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,264.7,0
218,2000-11-10,2000-11-10,8.647,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,264.9,0
219,2000-11-13,2000-11-13,8.663,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,264.9,0
220,2000-11-14,2000-11-14,8.7065,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,265.0,0
221,2000-11-15,2000-11-15,8.706,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,264.6,0
222,2000-11-16,2000-11-16,8.743,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,266.7,0
223,2000-11-17,2000-11-17,8.755,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,265.3,0
224,2000-11-20,2000-11-20,8.7911,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,266.2,0
225,2000-11-21,2000-11-21,8.826,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,266.2,0
226,2000-11-22,2000-11-22,8.86,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,266.2,0
227,2000-11-24,2000-11-24,8.902000000000003,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,265.6,0
228,2000-11-27,2000-11-27,8.7725,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,268.2,0
229,2000-11-28,2000-11-28,8.277999999999999,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,270.0,0
230,2000-11-29,2000-11-29,8.6975,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,269.1,0
231,2000-11-30,2000-11-30,8.5767,5.2517,0.0133838440678431,1.1078033261774811,0.041,0,269.1,0
232,2000-12-01,2000-12-01,8.51,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,269.2,0
233,2000-12-04,2000-12-04,8.405,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,270.7,0
234,2000-12-05,2000-12-05,8.4705,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,270.8,0
235,2000-12-06,2000-12-06,8.397,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,271.6,0
236,2000-12-07,2000-12-07,8.39,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,273.9,0
237,2000-12-08,2000-12-08,8.434,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,273.0,0
238,2000-12-11,2000-12-11,8.498,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,270.7,0
239,2000-12-12,2000-12-12,8.4945,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,270.8,0
240,2000-12-13,2000-12-13,8.514,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,269.6,0
241,2000-12-14,2000-12-14,8.418,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,269.3,0
242,2000-12-15,2000-12-15,8.3,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,270.4,0
243,2000-12-18,2000-12-18,8.353,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,270.2,0
244,2000-12-19,2000-12-19,8.381,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,269.6,0
245,2000-12-20,2000-12-20,8.231,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,272.5,0
246,2000-12-21,2000-12-21,8.19,5.1471,0.0133838440678431,1.2359496173578095,0.041,0,273.1,0
