,index,Time Series,BRL_USD,BRL_IR,BRL_GDP,BRL_trade,BRL_UE,fc_year,price_gold,h1n1
30,2000-02-15,2000-02-15,1.7830000000000001,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,304.3,0
31,2000-02-16,2000-02-16,1.775,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,302.5,0
32,2000-02-17,2000-02-17,1.777,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,304.8,0
33,2000-02-18,2000-02-18,1.777,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,303.6,0
34,2000-02-22,2000-02-22,1.785,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,302.3,0
35,2000-02-23,2000-02-23,1.79,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,302.0,0
36,2000-02-24,2000-02-24,1.7819999999999998,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,298.8,0
37,2000-02-25,2000-02-25,1.774,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,294.0,0
38,2000-02-28,2000-02-28,1.7790000000000001,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,292.5,0
39,2000-02-29,2000-02-29,1.7690000000000001,19.0,0.0141924185418286,0.5448128734907335,0.1432407667,0,293.7,0
40,2000-03-01,2000-03-01,1.7690000000000001,18.5,0.0141924185418286,0.5472126688823843,0.1349711449,0,292.9,0
41,2000-03-02,2000-03-02,1.7590000000000001,18.5,0.0141924185418286,0.5472126688823843,0.1349711449,0,289.9,0
42,2000-03-03,2000-03-03,1.744,18.5,0.0141924185418286,0.5472126688823843,0.1349711449,0,288.5,0
43,2000-03-06,2000-03-06,1.7469999999999999,18.5,0.0141924185418286,0.5472126688823843,0.1349711449,0,288.8,0
44,2000-03-07,2000-03-07,1.7469999999999999,18.5,0.0141924185418286,0.5472126688823843,0.1349711449,0,289.8,0
